seconds	heartbeat
40009	96
40010	79
40011	98
40012	71
40013	77
40014	78
40015	85
40016	80
40017	80
40018	80
40019	86
40020	80
40021	85
40022	80
40023	86
40024	73
40025	97
40026	97
40027	82
40028	91
40029	92
40030	92
40031	72
40032	99
"40033	"	89
40034	78
40035	96
40036	82
40037	93
40038	74
40039	79
40040	92
40041	82
40042	76
40043	76
40044	89
40045	89
40046	83
40047	74
40048	73
40049	93
40050	98
40051	78
40052	87
40053	79
40054	74
40055	82
"40056	"	89
40057	85
40058	81
40059	72
40060	86
40061	93
40062	73
40063	77
40064	75
40065	89
40066	82
40067	95
40068	93
40069	75
40070	81
40071	80
40072	93
40073	81
40074	78
40075	85
40076	84
40077	78
40078	87
40079	77
40080	72
40081	94
40082	76
40083	79
40084	84
40085	79
40086	71
40087	80
40088	92
40089	86
40090	93
40091	85
40092	78
40093	73
40094	81
40095	89
40096	98
40097	82
40098	75
40099	75
40100	71
40101	85
"40102	"	85
40103	86
40104	92
40105	70
"40106	"	70
40107	97
40108	97
40109	76
40110	90
40111	89
40112	84
40113	76
40114	83
40115	96
40116	70
40117	94
"40118	"	83
40119	71
40120	100
40121	85
40122	79
"40123	"	81
40124	90
40125	73
40126	100
40127	74
40128	86
40129	98
40130	80
40131	72
40132	95
40133	93
40134	80
40135	99
40136	79
40137	80
40138	98
40139	77
40140	75
40141	86
40142	89
40143	86
40144	89
40145	100
40146	72
40147	99
40148	72
40149	85
40150	81
40151	99
40152	84
40153	74
40154	71
40155	93
40156	75
40157	78
40158	92
40159	95
40160	87
40161	96
40162	94
40163	91
40164	84
40165	77
40166	94
40167	91
40168	99
40169	98
40170	75
40171	70
40172	70
40173	86
40174	73
40175	77
40176	96
40177	77
40178	88
40179	87
40180	72
40181	99
40182	73
40183	79
40184	92
40185	74
40186	70
40187	77
40188	94
40189	91
40190	98
40191	91
"40192	"	92
40193	84
40194	85
40195	88
40196	75
40197	93
40198	88
40199	70
40200	95
40201	93
40202	82
40203	72
40204	76
40205	82
40206	77
40207	89
40208	75
"40209	"	92
40210	97
40211	94
40212	99
40213	88
"40214	"	88
40215	82
40216	70
40217	88
40218	91
40219	83
40220	80
40221	78
40222	80
40223	80
40224	75
40225	82
40226	97
40227	75
40228	99
"40229	"	78
40230	77
40231	90
40232	89
40233	71
40234	84
40235	77
40236	73
40237	93
40238	86
40239	88
40240	95
40241	100
40242	99
40243	75
40244	96
40245	91
40246	79
40247	74
40248	84
40249	98
40250	82
40251	77
40252	99
40253	94
40254	85
40255	91
40256	70
40257	78
40258	84
40259	87
40260	88
40261	81
40262	73
"40263	"	89
40264	93
40265	91
40266	75
40267	83
40268	89
40269	73
"40270	"	70
40271	81
40272	79
40273	73
40274	85
40275	76
40276	86
40277	76
40278	79
"40279	"	100
40280	87
40281	81
40282	81
40283	92
40284	90
40285	94
40286	90
40287	73
40288	81
40289	94
40290	92
40291	76
40292	72
40293	94
40294	77
40295	89
40296	87
40297	75
40298	79
40299	99
40300	94
40301	73
40302	82
40303	95
40304	98
40305	95
40306	87
40307	86
40308	97
40309	91
40310	98
40311	86
40312	99
40313	99
40314	97
40315	97
40316	73
40317	80
40318	99
40319	81
40320	79
40321	76
40322	79
40323	100
40324	78
40325	80
40326	90
40327	74
40328	88
40329	90
40330	87
40331	79
40332	81
40333	81
40334	80
40335	70
40336	82
40337	87
40338	74
40339	70
40340	81
40341	86
40342	80
40343	100
40344	92
40345	71
40346	94
40347	92
40348	72
40349	80
40350	92
40351	91
40352	100
40353	100
40354	79
40355	97
40356	89
40357	99
40358	73
40359	75
40360	84
40361	82
40362	94
40363	79
40364	74
40365	74
40366	81
40367	76
40368	75
40369	81
40370	99
40371	76
40372	94
40373	82
40374	77
40375	81
40376	88
40377	89
40378	85
40379	81
40380	70
40381	71
40382	88
40383	96
40384	71
40385	84
40386	76
40387	80
40388	89
40389	71
40390	83
40391	90
"40392	"	73
40393	97
40394	79
40395	96
40396	91
40397	84
40398	84
40399	78
40400	84
40401	95
"40402	"	94
40403	72
40404	85
40405	98
40406	88
40407	86
40408	76
40409	94
40410	87
40411	100
40412	77
40413	78
40414	85
40415	81
40416	81
40417	84
40418	93
40419	72
40420	96
40421	70
40422	88
40423	79
40424	84
40425	93
40426	98
40427	75
40428	97
40429	75
40430	95
40431	99
40432	98
40433	71
40434	100
40435	92
40436	84
40437	79
40438	70
40439	83
40440	92
40441	78
40442	75
40443	88
40444	71
40445	96
40446	98
40447	80
40448	74
40449	79
40450	81
"40451	"	74
40452	81
40453	80
40454	96
40455	83
40456	97
40457	71
40458	95
"40459	"	79
40460	99
40461	98
40462	83
40463	92
40464	82
40465	95
40466	81
40467	87
40468	99
40469	92
40470	81
40471	77
40472	92
40473	88
40474	83
40475	91
"40476	"	74
40477	96
40478	79
40479	93
40480	84
40481	71
40482	79
40483	89
40484	94
40485	85
40486	81
40487	89
40488	77
40489	78
40490	77
40491	80
40492	77
40493	73
40494	99
40495	70
40496	77
40497	71
40498	90
40499	87
40500	73
40501	91
40502	71
40503	99
40504	78
40505	89
40506	92
40507	97
40508	100
40509	96
40510	81
40511	70
40512	79
40513	92
40514	85
40515	100
40516	87
40517	88
40518	78
"40519	"	76
40520	74
40521	75
40522	94
40523	73
40524	72
40525	85
"40526	"	94
"40527	"	85
40528	71
40529	99
40530	76
40531	73
40532	76
40533	76
40534	99
40535	93
40536	75
40537	87
40538	72
40539	94
40540	85
40541	94
"40542	"	79
40543	87
40544	99
40545	86
40546	100
40547	72
40548	78
40549	86
40550	92
40551	75
40552	88
40553	81
40554	73
40555	78
40556	76
40557	73
40558	91
40559	78
40560	82
40561	99
40562	77
"40563	"	83
40564	75
40565	79
40566	76
40567	77
40568	74
"40569	"	94
40570	73
40571	87
40572	84
40573	92
40574	99
40575	93
40576	97
40577	96
40578	87
"40579	"	96
40580	99
40581	86
40582	96
40583	76
40584	76
40585	100
40586	86
40587	89
40588	74
40589	97
40590	83
40591	70
40592	70
40593	90
40594	75
40595	87
40596	70
40597	90
40598	97
40599	84
40600	90
40601	78
40602	76
40603	84
40604	76
40605	76
"40606	"	89
40607	92
40608	79
40609	84
40610	89
40611	98
40612	84
40613	98
40614	77
40615	71
40616	71
40617	92
40618	92
40619	81
40620	72
40621	97
40622	98
40623	74
40624	92
40625	79
40626	98
40627	93
40628	72
40629	78
40630	72
40631	99
40632	87
40633	89
40634	90
40635	76
40636	72
40637	90
40638	82
40639	82
40640	70
40641	94
40642	77
40643	78
40644	85
40645	90
40646	84
40647	86
40648	84
40649	82
40650	89
40651	81
40652	99
40653	71
40654	74
40655	94
40656	95
40657	75
40658	98
"40659	"	74
40660	82
40661	72
40662	82
40663	99
40664	73
40665	72
40666	91
40667	93
40668	91
40669	90
40670	88
40671	81
40672	99
40673	76
40674	99
40675	78
40676	85
40677	70
40678	94
40679	73
40680	95
40681	92
40682	75
40683	74
40684	90
40685	76
40686	70
40687	96
40688	87
40689	83
40690	78
40691	72
"40692	"	92
40693	78
40694	96
40695	95
40696	100
40697	82
40698	84
40699	70
40700	83
"40701	"	70
40702	87
40703	75
40704	76
40705	85
40706	87
40707	78
40708	77
40709	81
40710	86
40711	88
40712	71
40713	82
40714	83
40715	74
40716	89
40717	86
40718	80
40719	97
40720	87
40721	91
40722	79
40723	89
40724	89
40725	83
40726	90
40727	89
40728	77
40729	99
40730	91
40731	70
40732	95
40733	79
40734	94
40735	89
40736	85
40737	88
40738	79
40739	71
40740	76
40741	97
"40742	"	77
40743	71
40744	87
40745	94
40746	89
40747	95
40748	77
40749	84
40750	89
40751	73
40752	93
40753	73
"40754	"	87
40755	70
40756	95
40757	95
"40758	"	95
40759	80
40760	90
40761	92
40762	96
40763	80
40764	71
40765	87
40766	93
40767	87
40768	84
40769	90
40770	79
40771	91
40772	71
40773	83
40774	84
40775	80
40776	83
40777	100
40778	91
40779	86
40780	89
40781	73
40782	78
40783	74
40784	85
40785	99
40786	84
40787	95
40788	98
40789	91
40790	70
40791	87
40792	82
40793	70
40794	75
40795	91
40796	97
40797	81
40798	89
40799	81
40800	91
40801	96
40802	74
40803	86
40804	88
40805	94
40806	79
40807	96
40808	86
40809	98
40810	78
40811	73
40812	71
40813	89
40814	78
40815	76
40816	79
40817	97
40818	70
40819	87
40820	81
40821	89
40822	85
40823	84
40824	89
40825	99
40826	75
40827	82
40828	79
40829	72
40830	91
40831	86
40832	92
40833	93
40834	86
"40835	"	98
40836	70
40837	97
40838	75
40839	96
40840	81
40841	97
40842	89
40843	88
40844	77
40845	88
40846	100
40847	77
40848	93
40849	78
40850	79
40851	81
40852	96
40853	70
40854	90
40855	81
40856	84
40857	100
40858	77
40859	70
40860	84
40861	70
40862	85
40863	100
40864	90
40865	79
40866	88
40867	91
40868	76
40869	84
40870	99
40871	79
40872	89
40873	84
40874	79
40875	88
40876	77
40877	91
40878	90
40879	78
40880	98
40881	99
"40882	"	75
40883	98
40884	74
40885	94
40886	91
40887	89
40888	81
40889	97
40890	77
40891	71
40892	78
40893	90
40894	93
40895	99
40896	70
40897	90
40898	98
40899	86
40900	88
40901	76
40902	72
40903	86
40904	92
40905	87
40906	82
40907	94
40908	78
40909	93
40910	77
40911	76
40912	98
40913	78
40914	78
40915	74
40916	72
40917	84
40918	96
40919	93
40920	95
"40921	"	71
40922	73
40923	73
40924	89
40925	94
40926	95
40927	89
40928	76
40929	72
40930	72
40931	100
40932	80
40933	84
40934	94
40935	81
40936	85
40937	92
40938	95
40939	76
40940	97
40941	89
40942	78
40943	77
40944	94
40945	70
40946	95
40947	80
40948	96
40949	97
40950	93
40951	92
40952	87
"40953	"	73
40954	93
40955	71
40956	90
40957	97
40958	89
40959	77
40960	86
40961	81
"40962	"	79
40963	90
40964	87
40965	84
40966	88
40967	77
40968	70
40969	70
"40970	"	87
40971	96
"40972	"	92
40973	87
40974	76
40975	84
40976	89
40977	90
40978	95
40979	100
40980	75
40981	94
40982	80
40983	71
40984	85
40985	79
40986	100
40987	75
40988	70
40989	73
40990	84
40991	93
40992	71
40993	74
40994	92
40995	91
40996	85
"40997	"	85
40998	79
40999	95
41000	96
41001	79
41002	82
41003	90
41004	89
41005	79
41006	91
41007	98
41008	74
41009	95
41010	84
41011	83
41012	81
41013	77
41014	87
41015	73
41016	75
41017	84
41018	95
41019	97
41020	91
41021	75
41022	89
41023	84
41024	99
41025	80
41026	93
41027	96
41028	76
41029	94
41030	84
41031	99
41032	98
41033	86
41034	79
41035	89
41036	85
41037	93
41038	70
41039	95
41040	88
41041	87
"41042	"	72
41043	95
41044	96
41045	86
"41046	"	92
41047	87
41048	87
41049	81
41050	94
41051	93
41052	89
41053	76
41054	100
41055	84
41056	81
41057	71
41058	91
41059	85
41060	80
41061	78
41062	79
41063	96
41064	99
41065	95
"41066	"	93
41067	98
41068	100
41069	97
41070	84
41071	82
41072	91
41073	99
41074	82
41075	71
41076	94
41077	97
41078	77
41079	86
41080	85
41081	78
41082	74
41083	89
41084	80
41085	80
41086	93
41087	88
41088	83
41089	86
41090	95
41091	74
41092	85
41093	76
41094	81
41095	96
41096	89
41097	75
41098	94
41099	92
41100	74
41101	74
41102	100
41103	89
41104	90
41105	87
41106	77
41107	90
41108	79
41109	98
41110	86
41111	82
41112	95
41113	86
41114	100
41115	89
41116	82
41117	93
41118	72
41119	86
41120	74
41121	100
41122	89
41123	82
41124	88
41125	84
41126	92
41127	73
41128	75
41129	96
41130	88
41131	88
41132	98
41133	85
41134	73
41135	71
41136	95
41137	70
41138	82
41139	72
41140	86
41141	88
41142	96
41143	94
41144	74
41145	71
41146	82
41147	84
41148	75
"41149	"	75
41150	71
41151	95
41152	86
41153	95
41154	76
41155	71
41156	93
41157	98
41158	83
41159	76
41160	70
41161	96
41162	78
41163	76
"41164	"	87
41165	91
41166	80
41167	78
41168	95
41169	94
41170	87
41171	92
41172	78
"41173	"	79
41174	74
41175	92
41176	77
41177	88
41178	94
"41179	"	100
41180	83
41181	79
41182	78
41183	76
41184	100
41185	94
41186	80
41187	86
41188	87
41189	78
41190	95
41191	99
41192	74
41193	91
41194	89
41195	99
41196	88
41197	98
41198	73
41199	77
41200	79
41201	90
41202	70
41203	91
41204	88
41205	86
41206	91
41207	88
41208	80
41209	70
41210	86
41211	100
41212	94
41213	80
41214	73
41215	77
41216	80
41217	74
41218	85
41219	98
41220	79
41221	81
41222	75
41223	97
41224	70
"41225	"	95
41226	77
41227	96
41228	85
41229	79
41230	77
41231	75
41232	84
41233	89
41234	71
41235	79
41236	78
41237	77
41238	72
41239	97
41240	91
41241	86
41242	71
41243	99
41244	91
41245	72
41246	97
41247	78
41248	94
41249	93
41250	97
41251	72
41252	75
41253	80
41254	76
41255	85
41256	80
41257	76
41258	82
41259	99
41260	77
41261	90
41262	74
41263	84
41264	73
41265	91
41266	99
41267	90
41268	94
41269	94
41270	72
41271	98
41272	71
41273	85
41274	81
41275	82
41276	76
41277	92
41278	75
41279	85
41280	82
41281	97
41282	72
"41283	"	93
41284	72
41285	86
41286	98
41287	80
41288	71
41289	96
41290	75
41291	83
41292	74
41293	84
41294	81
41295	85
41296	73
41297	75
41298	74
41299	99
41300	97
41301	72
41302	82
41303	80
41304	92
41305	84
"41306	"	93
41307	100
41308	100
41309	96
41310	96
41311	90
41312	80
41313	70
41314	77
41315	88
41316	100
41317	93
41318	86
41319	90
41320	96
41321	100
41322	77
41323	91
41324	71
41325	89
41326	81
41327	100
41328	93
41329	74
41330	85
41331	89
41332	96
41333	86
41334	70
41335	87
41336	97
41337	79
41338	94
41339	72
41340	78
41341	86
41342	97
41343	92
41344	99
41345	91
41346	98
41347	76
41348	84
41349	92
41350	82
41351	96
41352	70
41353	86
41354	72
41355	90
41356	77
41357	80
41358	73
41359	72
41360	78
41361	95
41362	75
41363	87
41364	95
41365	90
41366	72
41367	86
41368	93
41369	77
41370	79
41371	87
"41372	"	72
41373	97
41374	83
41375	79
41376	74
41377	95
41378	81
41379	77
41380	99
41381	75
41382	80
41383	88
41384	95
41385	70
41386	71
41387	84
41388	96
41389	74
41390	87
41391	89
41392	80
41393	74
41394	94
41395	94
41396	81
"41397	"	99
41398	71
41399	90
41400	85
41401	79
41402	74
41403	83
41404	87
41405	80
41406	71
41407	84
41408	78
41409	84
41410	98
41411	77
41412	75
41413	99
41414	83
41415	88
"41416	"	74
41417	91
41418	72
41419	88
41420	83
41421	71
"41422	"	91
41423	85
41424	80
41425	77
41426	82
41427	99
41428	96
41429	93
41430	90
41431	90
41432	75
41433	82
41434	78
41435	81
41436	85
41437	79
41438	81
41439	97
41440	96
41441	76
41442	99
41443	84
41444	76
41445	84
41446	79
41447	80
41448	77
41449	88
41450	72
41451	90
41452	98
41453	83
"41454	"	96
41455	92
41456	95
41457	92
41458	71
41459	94
41460	89
41461	86
41462	80
41463	82
41464	76
41465	90
41466	71
41467	94
41468	96
41469	91
"41470	"	84
41471	74
41472	83
41473	71
41474	99
41475	95
41476	82
41477	73
41478	81
41479	77
41480	81
41481	74
41482	83
41483	75
41484	82
41485	83
41486	78
41487	86
41488	93
41489	82
41490	93
41491	76
41492	98
41493	94
41494	73
41495	96
41496	93
41497	74
41498	92
41499	73
41500	73
41501	94
41502	90
41503	95
41504	95
41505	100
"41506	"	91
41507	84
41508	94
41509	83
41510	76
41511	70
41512	98
41513	85
41514	77
41515	92
41516	96
41517	83
41518	94
41519	76
41520	77
41521	93
41522	70
41523	84
41524	95
41525	96
41526	73
41527	86
41528	85
41529	98
41530	93
41531	88
41532	90
41533	75
41534	76
41535	84
41536	96
"41537	"	82
41538	96
41539	81
41540	76
41541	79
41542	79
41543	76
41544	96
41545	84
41546	100
41547	79
41548	77
41549	80
41550	100
41551	73
41552	83
41553	70
41554	94
41555	97
41556	100
"41557	"	83
41558	89
41559	93
41560	74
41561	79
41562	94
41563	77
41564	93
41565	95
41566	76
41567	94
41568	79
"41569	"	70
41570	76
41571	90
41572	73
41573	71
41574	78
41575	79
41576	76
41577	74
41578	80
41579	93
41580	76
41581	85
41582	75
41583	71
41584	99
41585	87
41586	88
41587	83
41588	100
41589	95
41590	70
41591	82
41592	76
41593	76
41594	96
41595	81
41596	91
41597	96
41598	89
41599	78
41600	72
41601	82
41602	95
41603	82
"41604	"	79
41605	77
41606	90
41607	96
41608	90
41609	89
41610	95
41611	87
41612	76
41613	82
41614	98
41615	98
41616	78
41617	94
41618	95
41619	83
41620	86
41621	72
41622	70
41623	81
41624	79
41625	97
41626	98
41627	92
41628	85
41629	73
41630	73
41631	82
41632	93
41633	83
41634	83
41635	78
41636	82
41637	87
41638	81
41639	72
41640	86
41641	72
41642	80
41643	87
41644	76
41645	90
41646	95
41647	100
41648	97
41649	73
41650	72
41651	86
41652	88
41653	86
41654	70
41655	82
41656	81
41657	80
41658	90
41659	93
"41660	"	81
41661	76
41662	77
41663	76
41664	96
41665	100
41666	84
41667	97
41668	95
41669	78
41670	93
41671	77
41672	82
41673	77
41674	83
41675	84
41676	75
41677	75
"41678	"	78
41679	93
41680	99
41681	91
41682	74
41683	95
41684	71
41685	98
41686	93
41687	75
41688	82
41689	82
41690	78
41691	98
41692	99
41693	99
41694	99
41695	72
41696	79
41697	97
41698	71
41699	90
41700	92
41701	80
41702	80
41703	85
41704	98
41705	86
41706	91
41707	80
41708	73
"41709	"	98
41710	82
41711	71
41712	78
41713	90
41714	71
41715	90
41716	83
41717	81
41718	72
41719	78
41720	95
41721	92
41722	71
41723	92
41724	84
41725	98
41726	98
41727	96
41728	93
41729	91
41730	76
41731	98
41732	100
41733	99
41734	72
41735	74
41736	91
41737	75
41738	99
41739	73
41740	72
41741	79
41742	86
41743	86
41744	89
41745	73
41746	87
41747	100
41748	93
"41749	"	99
41750	91
41751	70
41752	82
41753	72
41754	84
41755	95
41756	100
41757	72
41758	76
41759	74
41760	80
"41761	"	79
41762	88
41763	80
41764	87
41765	86
41766	82
41767	81
41768	74
41769	94
41770	77
41771	73
41772	74
41773	78
41774	70
41775	80
41776	93
41777	87
41778	74
41779	89
41780	95
"41781	"	86
41782	79
41783	79
41784	85
41785	82
41786	77
41787	76
41788	89
41789	80
41790	75
41791	88
41792	94
41793	99
41794	85
41795	77
41796	79
41797	98
"41798	"	76
41799	73
41800	95
"41801	"	77
41802	83
41803	100
41804	97
41805	82
41806	96
41807	87
41808	75
41809	89
41810	97
41811	93
41812	71
41813	88
41814	73
41815	79
41816	75
41817	84
41818	96
41819	98
41820	84
41821	79
41822	98
41823	86
41824	83
41825	76
41826	81
41827	92
41828	93
41829	93
41830	84
41831	93
41832	96
"41833	"	91
41834	75
41835	97
41836	79
41837	79
41838	99
41839	81
41840	76
41841	74
41842	94
41843	94
41844	90
41845	84
41846	74
41847	77
41848	88
41849	96
41850	85
41851	80
41852	90
41853	80
41854	81
41855	89
41856	72
41857	93
41858	79
41859	86
41860	82
41861	85
41862	99
41863	90
41864	70
41865	95
41866	90
41867	86
41868	93
41869	90
41870	77
"41871	"	91
41872	80
41873	92
41874	89
41875	78
41876	79
41877	89
41878	77
41879	80
41880	90
41881	71
41882	73
41883	82
41884	88
41885	97
41886	90
41887	78
41888	96
41889	86
41890	83
41891	70
41892	73
41893	90
41894	80
41895	73
41896	86
41897	81
"41898	"	84
41899	74
41900	96
41901	81
41902	92
41903	95
41904	77
41905	88
41906	79
41907	75
41908	72
41909	71
41910	89
41911	79
41912	75
41913	97
41914	92
41915	87
41916	82
41917	78
41918	77
41919	77
41920	90
41921	95
41922	89
"41923	"	82
41924	76
41925	78
41926	97
41927	85
41928	88
41929	82
41930	92
41931	82
41932	71
41933	97
41934	95
41935	78
41936	77
41937	86
41938	85
41939	100
41940	75
41941	74
41942	78
41943	89
41944	87
41945	94
41946	74
41947	80
"41948	"	93
41949	87
41950	91
41951	71
41952	84
41953	89
41954	96
41955	87
41956	71
41957	74
41958	70
41959	76
41960	95
41961	76
41962	83
41963	87
41964	89
41965	73
41966	78
41967	86
41968	99
41969	77
41970	90
41971	97
41972	85
41973	85
41974	94
41975	85
41976	74
41977	81
41978	92
41979	70
41980	84
41981	72
41982	85
41983	93
41984	100
41985	88
41986	74
41987	84
41988	81
41989	79
41990	90
41991	71
41992	96
41993	99
41994	95
41995	74
41996	98
41997	94
41998	77
41999	97
42000	71
42001	84
42002	86
42003	83
42004	78
"42005	"	95
42006	70
42007	89
42008	89
42009	90
42010	92
42011	90
42012	73
42013	77
42014	87
42015	79
42016	72
42017	86
42018	83
42019	86
42020	74
42021	92
42022	89
42023	90
42024	99
42025	80
"42026	"	75
42027	87
42028	100
42029	92
42030	100
42031	77
42032	80
"42033	"	86
42034	96
42035	82
42036	91
42037	97
42038	72
42039	93
42040	85
42041	86
42042	90
42043	95
42044	80
42045	82
42046	79
42047	81
42048	85
42049	100
42050	88
42051	96
42052	78
42053	97
42054	94
42055	84
42056	73
42057	78
42058	87
42059	84
42060	93
42061	97
42062	91
42063	84
42064	80
42065	84
42066	100
42067	74
42068	91
42069	98
42070	86
42071	79
42072	82
42073	90
42074	87
42075	80
42076	98
42077	88
42078	100
42079	76
42080	77
42081	78
42082	99
42083	80
42084	84
42085	97
42086	97
42087	86
42088	91
42089	95
42090	100
42091	98
42092	86
42093	85
42094	77
42095	96
42096	84
42097	80
42098	91
42099	93
42100	74
"42101	"	94
"42102	"	88
42103	96
42104	75
42105	100
42106	89
42107	79
42108	81
42109	73
42110	93
42111	70
42112	97
42113	70
42114	84
42115	91
42116	86
42117	75
42118	94
42119	78
42120	86
42121	85
42122	92
42123	75
42124	84
42125	76
42126	85
42127	95
42128	83
42129	78
42130	71
42131	91
42132	75
42133	92
42134	100
42135	76
42136	97
42137	78
42138	80
42139	92
42140	98
42141	71
42142	92
42143	87
42144	86
42145	94
42146	91
42147	70
42148	79
42149	96
42150	84
42151	77
42152	98
"42153	"	91
42154	91
42155	94
42156	93
42157	72
"42158	"	93
42159	91
42160	76
42161	70
42162	94
"42163	"	96
42164	82
42165	71
42166	99
42167	97
42168	78
42169	71
42170	87
42171	84
"42172	"	77
42173	75
42174	83
42175	88
42176	94
42177	76
42178	98
42179	92
42180	71
42181	76
42182	99
42183	92
42184	96
42185	77
42186	75
42187	77
42188	96
42189	73
42190	76
42191	76
42192	97
42193	78
42194	76
42195	74
42196	75
42197	91
42198	81
42199	79
42200	70
42201	97
42202	78
42203	79
42204	82
42205	100
42206	83
42207	76
42208	87
"42209	"	93
42210	80
42211	86
42212	100
42213	79
42214	92
42215	85
42216	94
42217	100
42218	77
42219	92
42220	99
42221	99
42222	74
42223	92
42224	87
42225	84
42226	88
42227	70
42228	77
42229	90
42230	74
42231	95
42232	74
42233	84
42234	98
42235	96
42236	83
42237	83
42238	77
42239	98
42240	75
42241	100
42242	87
42243	79
42244	92
42245	70
42246	76
42247	73
42248	71
42249	74
42250	75
42251	83
42252	72
42253	82
42254	94
42255	86
42256	87
42257	76
42258	81
42259	92
42260	79
42261	75
42262	100
42263	84
42264	70
42265	100
42266	83
42267	82
42268	72
42269	74
42270	91
42271	90
42272	76
42273	83
42274	96
42275	85
42276	75
42277	73
42278	84
42279	73
42280	75
42281	97
42282	78
42283	96
42284	76
42285	78
42286	87
42287	92
42288	86
42289	95
"42290	"	99
42291	88
42292	87
42293	72
42294	84
42295	89
42296	89
42297	80
42298	94
42299	81
42300	99
42301	82
42302	88
42303	96
42304	87
42305	84
42306	90
42307	100
42308	91
42309	84
42310	70
42311	71
42312	85
42313	89
42314	94
42315	94
42316	78
42317	95
42318	86
42319	74
42320	84
42321	78
42322	88
42323	89
42324	85
42325	98
42326	88
42327	100
42328	90
42329	88
42330	79
42331	91
42332	86
42333	90
42334	99
42335	82
42336	91
42337	99
42338	97
42339	83
42340	98
42341	94
42342	95
42343	88
42344	86
42345	94
42346	73
42347	93
42348	77
42349	70
42350	72
42351	77
42352	89
42353	74
42354	78
42355	85
42356	88
42357	85
42358	76
42359	95
42360	89
42361	93
42362	73
42363	71
42364	70
"42365	"	91
42366	91
42367	94
42368	97
42369	75
42370	94
42371	89
42372	75
42373	83
42374	71
42375	71
42376	99
"42377	"	92
42378	77
42379	74
42380	72
42381	90
42382	88
42383	94
42384	83
42385	77
42386	82
42387	82
42388	89
42389	95
42390	72
42391	98
42392	97
42393	80
42394	84
42395	85
42396	94
42397	75
42398	98
42399	78
42400	78
42401	74
42402	82
42403	73
42404	71
42405	94
42406	81
42407	99
42408	83
42409	87
42410	99
42411	90
42412	70
42413	86
42414	99
42415	71
42416	94
42417	77
42418	100
42419	74
42420	82
42421	73
42422	73
42423	77
42424	87
42425	77
42426	82
42427	97
42428	84
42429	79
42430	71
42431	88
42432	98
42433	78
42434	91
42435	79
42436	70
42437	80
42438	73
42439	71
42440	100
42441	88
42442	72
42443	72
42444	74
42445	84
42446	97
42447	89
42448	75
"42449	"	97
42450	79
42451	98
42452	85
42453	93
42454	75
42455	95
42456	79
"42457	"	94
42458	72
42459	91
42460	79
42461	76
42462	98
42463	75
"42464	"	98
42465	75
42466	96
42467	74
42468	74
42469	87
42470	83
42471	81
42472	81
42473	87
"42474	"	95
42475	83
42476	83
42477	97
42478	100
42479	71
42480	94
42481	78
42482	76
42483	70
42484	92
42485	89
42486	71
42487	89
42488	98
42489	97
42490	83
42491	72
42492	78
42493	72
42494	83
42495	92
42496	77
42497	94
42498	81
42499	87
42500	97
42501	70
42502	89
42503	81
42504	82
42505	96
"42506	"	76
42507	80
42508	72
42509	72
42510	81
42511	87
42512	97
42513	87
42514	96
42515	77
42516	86
42517	96
"42518	"	82
42519	79
42520	79
42521	90
42522	75
42523	75
42524	87
42525	87
42526	99
42527	85
42528	80
42529	99
42530	92
42531	78
42532	85
42533	71
42534	92
42535	89
42536	80
42537	76
42538	81
42539	100
42540	75
42541	73
42542	79
42543	87
42544	71
42545	77
42546	98
42547	99
"42548	"	74
42549	86
42550	83
42551	76
42552	74
42553	79
42554	72
42555	73
42556	78
42557	92
42558	94
42559	78
42560	80
42561	87
42562	92
42563	81
42564	71
42565	87
42566	80
42567	90
"42568	"	84
42569	87
42570	76
42571	100
42572	90
42573	76
"42574	"	78
42575	72
42576	84
42577	77
42578	84
42579	72
42580	98
42581	84
42582	88
42583	87
42584	97
42585	92
42586	73
42587	91
42588	82
42589	77
42590	71
42591	92
42592	70
42593	84
42594	86
42595	72
42596	95
42597	92
42598	78
42599	74
42600	98
42601	74
42602	86
42603	93
42604	79
42605	77
42606	96
42607	88
42608	100
42609	87
42610	98
42611	80
42612	86
42613	80
42614	100
42615	72
42616	74
42617	72
42618	81
42619	84
42620	85
42621	77
42622	72
42623	73
42624	89
42625	82
42626	71
42627	96
42628	91
42629	83
42630	81
42631	70
42632	72
42633	89
42634	83
42635	100
42636	85
42637	91
42638	85
42639	96
42640	85
42641	79
42642	74
42643	98
42644	73
42645	87
42646	87
42647	94
42648	84
42649	95
42650	81
42651	82
42652	84
42653	89
42654	81
42655	91
42656	70
42657	72
42658	71
42659	85
42660	80
42661	98
42662	84
42663	99
42664	100
42665	77
42666	99
42667	78
42668	72
42669	73
42670	89
42671	94
42672	93
42673	88
42674	71
42675	75
42676	98
42677	85
42678	99
42679	84
42680	98
42681	74
42682	96
42683	76
42684	85
42685	100
42686	83
42687	70
42688	71
"42689	"	76
42690	97
42691	93
42692	88
42693	94
42694	95
42695	83
42696	88
42697	86
42698	78
42699	98
42700	90
42701	96
42702	96
42703	75
42704	79
42705	87
42706	84
42707	90
42708	87
42709	95
42710	94
42711	85
42712	80
42713	77
42714	78
42715	78
42716	93
42717	81
42718	97
42719	89
42720	83
42721	88
42722	84
42723	89
42724	75
42725	89
42726	92
42727	73
42728	87
42729	71
42730	90
42731	98
42732	79
42733	95
42734	97
42735	71
42736	87
42737	93
42738	96
42739	84
42740	98
42741	91
42742	81
42743	75
42744	84
42745	84
42746	74
"42747	"	85
